text,label
"я чувствую себя таким растерянным и потерянным, находясь там",4
"у меня есть конституция, позволяющая не чувствовать себя обделенным, мне повезло",0
"иногда мне кажется, что это мягкое напоминание о том, почему мы усыновляем",2
"Я смог угадать или уловить многие повороты сюжета в этом эпизоде ​​по первым подсказкам, которые нам дали, и то ли это Моффат, использующий действительно очевидные предзнаменования, то ли я твердо понимаю его повествовательную логику, я не уверен, но мне это нравится, это одновременно создает напряжение и заставляет меня чувствовать себя умным",1
"я уже упоминал выше, не стесняйтесь обращаться ко мне по любому поводу",1
"я ушел, чувствуя себя очень разочарованным в своих навыках кастинга",0
"я испытываю ностальгию по старым книгам, которые часто перечитываю",2
"я надеюсь, что я оглянусь на это в будущем и почувствую радость, что задокументировал все ее маленькие поступки, и почувствую, если возможно, еще большую любовь к ней, чем сейчас",1
"я чувствую, что когда они расстроены ночью, это, возможно, больше, чем просто сочувствие",4
я слишком долго находился в своей зоне комфорта и чувствую необходимость проявить немного больше творчества в своей композиции,1
"я усмехнулась Питеру, чувствуя какое-то торжество, хотя это было лишь частично вынуждено",1
я не чувствую себя слишком супер,1
"я считаю, что этот вопрос ставит меня прямо на грань принесения в мир любви к Дхарме, край, который я считаю жизненно важным и необходимым.",1
я чувствую себя эгоистом из-за этого,3
"я кричу каждый день и каждую ночь, и никто не слышит, и мое лицо начинает отваливаться, и я все время чувствую тревогу и страх, и мне кажется, что я больше не знаю, что что-то значит",4
"Я начал чувствовать себя почти утомленным пешим туризмом, я думаю, бесконечные прыжки вокруг титула, комфорт и деньги, мой турист, борющийся с путешествиями по суше, href http www",0
"я просто чувствую себя такой подавленной и не знаю, что сделало бы меня счастливым",0
"я чувствую себя немного глупо, признавая, что злорадствовал из-за того, что она теперь у меня есть",0
"я злюсь на себя за то, что так жалко злюсь на нее по разным причинам",3
"Я все еще жду доставки моих новых гирлянд, но мне не терпелось поднять елку и сделать дом немного более праздничным",1
"Я, наверное, хожу без макияжа и надеюсь, что мой партнер восхищается уверенной в себе девушкой, которая прекрасно чувствует себя без макияжа.",1
я чувствую себя странно,4
"В моей семье нет братьев. Мне невероятно повезло, что у меня есть сестры, которые доводят меня до ступора и которые также заставляют меня чувствовать себя наиболее комфортно, будучи самим собой.",1
я провожал родственника на велосипеде,4
"Я очень завидую, когда Ранбир работает с другими режиссерами, Аян Мукерджи Filmfare",3
"у меня время от времени бывают тяжелые дни, и я чувствую себя утомленным весь день, независимо от того, сколько я сплю, а потом неделю или около того я в порядке",0
"я чувствую, что другой человек неважен, но это моя интерпретация. вижу тенденцию к тому, что меня неправильно поняли, и что вместо того, чтобы тратить время, следовательно, часть нетерпения, когда он объясняет то, что, по моему мнению, уже является недоразумением, я пытаюсь переосмыслить свое намерение",0
"я чувствую, как мои губы кривятся в полуулыбке, меня забавляет то, как он это выразил",1
"я испытываю чувство страха, но также знаю, что меня ждут действительно большие изменения в моем разуме, теле и духе",4
"я хочу, чтобы их биологические мамы были уверены, что они приняли правильное решение",1
"сейчас я пытаюсь внедрить эти изменения в свою жизнь и уже чувствую себя более ценным для себя и своего бизнеса, для своей семьи и для себя.",1
"я даже не пойду в магазин, потому что чувствую себя нежеланным гостем",0
"я слишком много читаю об открытиях и исследованиях Дикого Запада, и хотя я чувствую, что эти концепции драгоценны, часто сам участвуя в них, эта книга просто вызывает утонченное чувство, когда я сижу в кресле и некоторое время тихо провожу время.",1
"Я мог бы это сделать до того, как это произойдет, а потом, если бы я все еще не мог понять, буду ли я чувствовать себя неловко, не зная, как встать в очередь, или как выпить, или где припарковать машину, или что-то еще, я бы просто не пошел",0
"я могу с уверенностью сказать, что чувство усталости ни для кого не является нормальным",0
я посмотрел вниз и наслаждался видом своих собственных ног и коленей и запомнил ощущение легкого покачивания машины,2
"для меня большая честь, благодарность и благословение проводить каждый день с этими замечательными первоклассниками",1
"я говорю ему, чтобы он не беспокоился из-за нее",0
я чувствую себя эмоционально разбитым поездом,0
"Я предупреждаю тебя, что сегодня утром он расстроен",3
"я хочу быть в будущем, некоторые из вас заставили меня чувствовать себя потрясающе, а некоторые из вас стали лучшими друзьями, о которых я когда-либо мог мечтать",1
"я не имею в виду, что это серьезное воспоминание о чувствах, просто забавная, в некотором смысле, не смешная история, так что давайте вернемся к тому, где начинается действие.",5
"мне приходится смириться с тем фактом, что общество хочет, чтобы на пару дней все почувствовали себя в фальшивой любви, а потом мы все можем забыть, что такое эмоции.",0
"мне скучно, мне страшно, я чувствую, что меня игнорируют, я чувствую себя счастливым, я становлюсь глупым, я задыхаюсь от своих слов, я загадываю желания, у меня есть мечты, и я все еще хочу верить, что с обычной девушкой в ​​этом мире может случиться что угодно, ссылка на профиль класса, href http www",0
"я видел, как они вышли из ворот, я ничего не мог с этим поделать, месяцы подавленного чувства отсутствия тоски по дому все равно вырвались наружу на несколько секунд",0
"я чувствую себя свободным, воодушевленным",1
"я сказал, смотри, ты двигаешься слишком быстро, я нахожусь в тот момент в своей жизни, когда я чувствую себя ребенком-жертвой, ребенком, которому нужно поговорить и высказать свое мнение",0
"я пришел на базу, потому что не чувствовал, что мне придется бродить слишком далеко, но теперь мне хотелось бы быть более предприимчивым, поскольку я слышал замечательные вещи об этих салонах",1
"теперь я чувствую себя немного более решительным, чтобы тоже закончить свою работу",1
"у меня такое чувство, что моя жизнь была жалкой тратой, с возрастом это случается все реже и реже, кстати, я посмотрю на эту страницу плейлиста с комментариями и запомню",0
"я полагаю, потому что проблемы всех остальных, как правило, намного хуже, чем мои, поэтому я чувствую себя идиотом из-за того, что не научился справляться со всем сам",0
"я ценю, когда открываюсь Вселенной, и чувствую и получаю нежные толчки как через небольшие происшествия и подсказки, которые появляются, так и через сны",2
"я или ламбруско, но качество намного выше, чем у многих других вин, и я считаю, что это разумная покупка для тех, кто любит немного сладкое и немного игристое.",1
"мне было так хорошо, что я пошел на зумбу через полчаса на час, а затем ушел оттуда, чувствуя себя еще более энергичным, если бы это было возможно",1
"Я чувствую, что твоя мотивация будет удовлетворена, когда ты прочитаешь это, напиши, кто меня поймет",1
"я жду чувства, того особенного чувства, которое сделает жизнь легкой и терпимой",1
"я чувствую, что мои девочки действительно начинают это понимать, и мне нравится слушать, как они поют рождественские песни об Иисусе",2
"Я чувствую, что мне нужно предварить этот пост каким-то отказом от ответственности, прежде чем меня преследуют разъяренные петы или что-то столь же ужасное.",3
"мне это почти не кажется, я обычно гиперактивен и подпрыгиваю рядом со всеми",1
"я отвечаю, потому что они заставляют меня чувствовать себя красивой",1
"я также сказал своему двоюродному брату, что чувствую, что другие члены семьи не знают, как со мной разговаривать, или боятся говорить со мной",4
я слышу это слово и снова чувствую себя сильнее и увереннее,1
"я чувствую себя совершенно отстойно, но понятия не имею, о чем сегодня написать в блоге",0
"я чувствую, но в конечном итоге все в порядке",1
"чувствую себя вполне весело, несмотря на жару и отсутствие меркантильности",1
мне пришлось гулять под дождем и чувствовать себя победителем над природой в резиновых сапогах и розовом дождевике,1
"мне хочется спрятаться, чтобы другие не увидели моего явно неприятного выражения антирождественского настроения или бах-обманщиков, как я люблю это называть",0
"я знал, что хочу каким-то образом включить идею естественного исцеления и целостного образа жизни, но этот сайт также посвящен ощущению сияющей энергии и энтузиазма по поводу жизни в любом возрасте",1
"Мне очень нравится эта кисть, но после возвращения из Испании и публикации настоящих техник я начала использовать кисть Expert для лица для жидкой основы, а кисть для минеральной пудры Sephora стояла в конце моей коллекции, чувствуя себя нелюбимой.",0
"у меня такое чувство, словно я кричал на глухую и очень прочную стену",0
я не могу не чувствовать себя немного неуверенно в своем решении только из-за его важности,4
"мне так повезло, что меня номинировали на премию Либстера",1
"мне кажется, что это делает меня художественным эквивалентом трещины между диванными подушками",1
"я чувствую это и с нетерпением жду того, что должно произойти",1
я начинаю волноваться внутри,3
я чувствую уважение и все такое,1
я чувствую себя немного подозрительно,4
для меня большая честь даже быть упомянутым в одном предложении с Дереком,1
"я просто совсем этого не чувствую, я бы предпочел остаться в Сингапуре и провести время с друзьями, я всех ненавижу, а Сара сейчас очень стервозная, стиль div, Clearboth, отступы снизу",3
"Я чувствую себя щедрым или в ресторане, таком как Mandarin Grill, который имеет довольно звездную репутацию, это впечатление может быть распространено на съедобные, но декоративные гарниры, такие как самфир.",2
"меня очень озадачивает Лиам, я пытаюсь понять, всегда ли он был покорным или он чувствует, что ему нужно быть покорным по отношению к Марку и Джонни",0
"я бы не чувствовал себя таким одиноким, всех надо накурить",0
"для меня большая честь, что завеса была приоткрыта в тот момент",1
"я купил его пару лет назад, и он заставляет тебя чувствовать себя немного гламурно",1
"я чувствую стресс, я склоняюсь к альбому и делаю открытки",3
я чувствую себя очень нежеланным и нежеланным везде,0
"Я должен признать, что независимо от того, как рано я начинаю включать рождественскую музыку и делать праздничные покупки, елка делает все намного более святым и веселым",1
"я чувствую необходимость писать, потому что заставляю себя писать или, по крайней мере, это просто укоренилось в моей жизни",4
"мне кажется, сегодняшнее сладкое угощение будет чем-то вроде того, что подадут на северном полюсе",1
я не чувствую такого раздражения,3
"я чувствую, что это меня еще больше злит",3
"мне кажется, что это еще больше возбуждает ее гнилую задницу, но я в полном восторге",0
"в последнее время у меня такого не было, и я серьезно расстроен из-за этого",0
"я могу, наконец, сесть и почувствовать приятное облегчение, только чтобы заметить, что потеряла свои очки или что дети нашли для них уникальное место",1
"мне стыдно, ой, как романтично",0
по какой-то причине я чувствую себя особенно эмоционально,0
"меня так презирают, и я чувствую, что этот мир снова рушится на меня",3
для меня большая честь иметь возможность подписать свою книгу в стенах этой библиотеки,1
"мне очень холодно и грустно, но я стараюсь мотивировать других, которым прогулка так же трудна, как и мне",3
"я чувствую себя ужасно, никто меня тоже не хочет слушать",0
"мне все еще нравится парень, и я все еще чувствую себя виноватой",0
"я чувствую, что если оно не сломалось, зачем его чинить",0
"мне жаль, как сильно я задел твои чувства, из-за которых ты чувствуешь себя нелюбимым и одиноким, боишься снова любить и доверять",0
"Должен сказать, хотя я чувствовал себя довольно агрессивно",3
"Я чувствую такую ​​сильную страсть и страсть к услышанному, что у меня просто замирает сердце",1
"я не чувствую, что меня наказывают за скрытый грех в моей жизни",0
"я чувствовал бы себя настолько опустошенным, что каждый канал, на котором я переключаю телевизор, был другим спортивным событием или, может быть, тем же спортивным событием, но на другом языке",0
"я просто чувствую, что свидания - важная часть взросления",1
"я вполне уверен, что не буду подвергать магическим генеалогическим напряжениям",1
я очень доволен собой и решил дать этому парню еще рупий,1
"я сделаю это, я буду сожалеть",0
"Я считаю, что нам нужно иметь в виду, что в Европе и Англии есть недорогие курортные номера, если мы посмотрим",0
"я также замечаю, что могу справиться с очень большим количеством поступающей информации или начинаю чувствовать себя подавленным",5
"я чувствую себя настолько жалким, что опускаюсь до этого уровня, но на самом деле я просто хочу быть счастливым с тем, что у меня есть",0
я чувствую себя немного менее измученным,0
"мне надоело, что ты грустишь и расстраиваешься, так что давай злиться, потому что со злостью я справлюсь",0
"мне нравится ощущение бега на морозе, когда ты видишь свое дыхание и кажется, что холодный воздух освежает тебя изнутри",3
"сейчас я чувствую себя таким счастливым, что думаю, что в будущем со мной произойдет что-то трагическое, ху-ху, видите, я все еще борюсь с этим позитивным мышлением",1
"я чувствовал надежду примерно в то время, когда принял его",1
"я могу чувствовать стресс, несчастный",0
"я сопротивлялся, но эй, я чувствовал себя так паршиво, мне нечего было терять",0
"я проснулся, чувствуя себя довольно энергичным, так что в любом случае это позитив",1
"я испытываю грусть перед днем ​​рождения, когда несколько недель испытываю легкую меланхолию из-за всего того, что я не сделал, пока моя жизнь проносится мимо",0
"я чувствую, что мне нужно начать относиться к этому более серьезно, но я уже устал",0
"мне было стыдно за свою семью, и мне было стыдно за себя за то, что мне стыдно",0
"я люблю зиму, так что, может быть, мне следует быть счастливым, но я не могу, я чувствую себя мрачным и подавленным",0
"мне страшно, что оно принадлежит мне",4
"Я чувствую, что должен время от времени писать своим обожающим фанатам записи в ЖЖ",2
"я чувствую, что должен был сделать это, потому что ненавистный ублюдок слишком глуп, чтобы устанавливать какие-либо предполагаемые связи, которые сами по себе не являются ненавистными",3
"я чувствую себя очень польщенным и взволнованным тем, что встретил ее",1
я чувствую странное чувство наследия,5
"я просто помню, что чувствовал себя очень ошеломленным и пораженным тем, что все это произошло, мало ли я знал, если вам предстоит операция или только что сделали операцию, тогда удачи, я уверен, что мне не повезло всем",5
"я не решаюсь это сделать, так как у меня нет опыта программирования и всего остального.",4
"я чувствую себя беспомощным, бессильным и вышедшим из-под контроля",0
"Я чувствую нетерпение, я не вел блог, потому что каждый день был очень похожим, сон, еда, боли во время беременности, сон и т. д.",3
"мне также нужно помнить, как сильное переедание заставляет меня чувствовать не только сытость, но и похмелье, которое я получаю от слишком жирной или слишком сладкой еды.",1
я начал чувствовать меланхолию и неуверенность и очень скучал по сыну,0
"думаю, окончательность моего решения и финансовые последствия вызывают у меня сомнения",4
"я ехал обратно, у меня был момент, когда я скучал по Новому Орлеану, и мне было очень грустно, когда меня осенило, что я смог навестить их на ночь по прихоти, и я почувствовал такой покой",0
"я могу, но мне очень неудобно это делать, это потребляет огромное количество вычислительной мощности, и я связываю это с некоторыми очень плохими ситуациями, в которых я недавно побывал",4
"я слишком закомплексован, чувствуя себя немного шокированным",5
"мне просто так стыдно, потому что я понял, что те люди позади меня просто не танцевали и не смотрели на нас, gt",4
"я не могу помочь, но чувствую себя беспомощным и подавленным из-за ошибок, которые я совершил",0
я чувствую это как тупую боль,0
"я сравниваю это со своим, я чувствую раздражение, но я старался быть реалистом, чтобы успокоиться",3
"я начинаю чувствовать себя очень паршиво, но думаю, что это из-за беременности",0
я чувствую себя плаксивым в данный момент,0
"мне не очень нравится, когда всю ночь звучит одна и та же музыка, но я хочу, чтобы все группы чувствовали себя так, будто они играют с кем-то, кто им нравится",2
"я откидываю их в сторону или заправляю за ухо только для того, чтобы почувствовать, как несколько непослушных прядей выпадают и щекочут мои щеки и губы, и я понимаю, что не я все контролирую",3
"я тоже сейчас похудела, так что чувствую себя так хорошо, что мне еще предстоит пройти еще один, по крайней мере, таков план в любом случае",1
"я чувствую, что не могу быть храбрым",1
"Мне бы хотелось, чтобы я и моя семья не чувствовали необходимости постоянно развлекать ее, когда она рядом, потому что ей всегда безумно скучно, независимо от того, что мы с ней делаем, и она даже отдаленно не ценит наши усилия терпеть все, что с ней связано, но что угодно",1
"Я думаю, что мой ремикс на чувства — это результат того, насколько я невротичен.",4
"у меня есть ошейник с замком сзади, который я ношу, когда чувствую себя покорным",0
"я почувствовал себя уполномоченным рассказать ему, как это повлияло на меня, как я был близок к самоубийству из-за тяжелого страдания, которое оно причиняло мне, которое я продолжал чувствовать еще долго после неприятной встречи, когда то, что я чувствовал, было полностью проигнорировано",0
"я не считаю, что весь медиа-контент плох, на самом деле большая его часть, по моему мнению, абсолютно необходима для процветания человечества.",1
"я признаюсь, что почувствовал раскаяние после ее вспышек гнева",0
"я до сих пор не знаю, что со всем этим делать, но почему-то чувствую себя еще более уверенным, что то, чему я учу, работает",1
"Я благодарен за работу в месте, где я могу чувствовать себя комфортно и получать поддержку",1
"Я не знал, что она была из числа проклятых и что у нее были столетия, чтобы отточить те самые слова, которые она использовала против меня, с их лезвием, оглядываясь назад, я не могу не чувствовать себя смирившимся с судьбой, которая неизбежно последовала за этим, потому что я был беспомощен, чтобы противостоять ей",0
"я чувствую себя неуверенно или нейтрально по отношению к изменениям, но на самом деле не хочу меняться",4
"я чувствую себя подавленным, угрюмым, просто вялым и усталым",0
"мне очень нравятся в хоре люди, которых я чувствую в хоре как настоящих друзей, которые искренни со мной, не отправляются в путешествие, и я чувствую себя очень потерянным",1
"Я работал компьютерным техником, и эта способность сосредотачиваться на одной проблеме является настоящим преимуществом, однако в повседневной жизни я могу увязнуть и расстроиться из-за того, что не добиваюсь прогресса, потому что я сосредоточен на одной проблеме",3
"я чувствую себя настолько разбитым, что не могу говорить",0
"я новичок в этом, поэтому это странно, но я пройду через это",4
"я редко стесняюсь сказать что-то, иногда даже слишком много",4
"я ревновал, когда ты, я чувствовал себя неуверенно, когда",4
"я надеюсь, что однажды я почувствую какое-то божественное вдохновение и мотивацию, и что эти посты дадутся мне легко, но сейчас они отодвинуты на задний план, на чем я надеюсь сосредоточиться после того, как закончу рожать и воспитывать детей",1
я не чувствую себя там нежеланным,0
"я не стал лучше спать, моя еда не стала вкуснее, мои мысли не были яснее, я не чувствовал себя более бодрым, мои силы и разум, по сути, были фунтами тела, почти полностью посвященными мыслям о сигарете, которую я хотел, но не мог получить",1
"я больше не чувствую себя ущемленным из-за своей этнической принадлежности и того факта, что большинство геев расисты и не хотят встречаться с азиатами",0
"я не хочу сожалеть о том, что я не остановил тебя от курения до того, как был причинен такой большой ущерб",0
"я тащу каждого на лавовую планету и экспортирую в космопорт, чувствуя себя довольно умным",1
"я хочу писать сюда только тогда, когда чувствую себя несчастным",0
"я чувствую себя подавленным, потерянным и одиноким в серый день",0
"Я чувствую себя невероятно смело, люблю сценарий катетеризации src http www",1
"У меня есть только хорошие новости, которыми я могу поделиться, и это так здорово – просто сидеть здесь и чувствовать облегчение и солнечный свет.",1
"я снова почувствовал, что таю, но на этот раз это было чувство счастья, а не страха",4
теперь я чувствую жажду знаний,2
"Я стараюсь придумывать идеи, которые считаю умными, чтобы мои работы было интересно создавать и на них было интересно смотреть.",1
я чувствую больше счастья и становлюсь более спокойным,1
"мне жаль сотрудников, но если именно так ведет себя генеральный директор applebees, то лучше всего, если сеть будет умирать от голода заботливыми потребителями",0
"я чувствую депрессию, тревогу и уныние, это все, что я, кажется, хочу сделать",0
"Я чувствовал себя немного спешащим, а кухню только что убрали, поэтому я перемешал в блендере, который, как мне кажется, работает так же хорошо, при условии, что ваше масло действительно холодное и вы не переусердствуете.",3
"мне кажется, что на этой неделе эти фотографии какие-то скучные и не вдохновляющие",0
я чувствую себя гораздо увереннее,1
"я чувствую, что мы были наиболее успешными, промокшие, разбитые, сардонические, приседающие",1
"я не очень хорош в фотографии, но я страстно этим увлекаюсь",1
"я боялась, что взорвусь, мои мышцы были зафиксированы на месте, и все, что я мог чувствовать, это абсолютно экстатические ощущения, которые создавали руки Айви.",1
"мне кажется, что он пролетает мимо, и я боюсь, что что-то пропущу",4
"я нашел это, я чувствую себя очень взволнованным",1
я уже некоторое время чувствую некоторое недовольство своей музыкой,0
"я уверен, что многие люди считают, что Циммерман должен быть наказан",0
"я чувствую твой член каждую ночь, когда ты мечтаешь обо мне, и она резко сделала паузу, меня это не впечатлило",5
я так взволнован этим,1
"Я обожаю воздух в Альтон Тауэрс, хотя мне кажется, что я летаю, это прекрасное ощущение свободы, хотя, честно говоря, если бы какая-нибудь птица летела так же быстро, случайно и вверх дном, как те американские горки, я думаю, что в конечном итоге она бы врезалась клювом в ближайшее дерево",2
Меня особенно раздражают мои коллеги. Иногда я хожу по этажам и нахожу в мусоре буквально фунты белой бумаги.,3
"я сделал это, я пережил нашу самую первую травму большого ребенка, хотя все еще чувствую себя потрясенным всем этим событием",4
"Я пошел в среднюю школу в возрасте, каждую ночь я плакал и терял сон при мысли о школе на следующий день, но это были не обычные чувства: «Ой, меня не беспокоит школа»",3
"я не буду оправдывать этого человека, он большой мальчик и может сделать это для себя и своих сотрудников. Я ушел от красного петуха, чувствуя себя неудовлетворенным, растерянным и растерянным.",3
"я смотрю на эту сцену, думаю о том, как она мила, и наслаждаюсь нарастающим чувством гордости за игривый восторг моей собаки",1
"сегодня я чувствую себя немного меланхолично, немного грустно, но я также чувствую, что грусть — это нормально",0
я чувствую себя счастливым,1
"я вижу, что культура риталина делает с детьми и их мухами, я в шоке",5
я не всегда чувствую радость и довольно часто выбрасываю молитву в окно,1
"я чувствую, что этот маленький невинный, беспомощный человек нуждается во мне, и, наверное, мне нравится, когда я нужен",1
"я могу точно сказать тебе, что не так, в этот самый момент, в эту самую секунду я скорблю по своему сыну, я скучаю по своему сыну, мне кажется, что меня наказывают, и временами я живу в аду",0
"Я держал свое сердце открытым и открытым, каждый вечер смотря новости. Скорее всего, я никогда не оправлюсь от наплыва чувств беспомощности и безнадежности, вызванных всеми трагическими историями.",0
"я испытываю сочувствие и стараюсь помочь, когда могу, но все по-другому, когда это твое собственное сообщество",2
"теперь я чувствую себя особенным, просто весело говорить лол, амвассаго из я просто не могу перестать смеяться, когда я что-то читаю, а потом вижу мясистого амкриса тошибалола, это эпическое слово, как и говяжий пирог, амвассаго из нееет",1
"я чувствую, что наши дети попали в эти неудачные ситуации не по своей вине, и они заслуживают того, чтобы иметь право голоса и кого-то, кто был бы рядом только для них и в их интересах",0
"сегодня утром я смотрела День Благодарения, я чувствую себя вдвойне счастливым за то, что дал мне Бог",2
я чувствую себя неадекватной в такие моменты как мама,0
"Я чувствую, что это была знаковая гонка, и я избавился от чувства новичка",4
"Я нахожусь в месте, где я чувствую надежду наконец получить работу на другом складе-дистрибьюторе, например, там, где я работал, но продукты - это цветы, а не канцелярские аксессуары, художественные сумки и тому подобное.",1
"я не собираюсь погружаться в субботний вечер, все, что я хочу сказать, это то, что я снова пошел домой, посидел немного с Билли, а затем пошел спать, чувствуя себя одиноким, опустошенным не в хорошем смысле и брошенным",0
"Я чувствую, что мне это удалось, поскольку растущая луна немного отличается от скрытого солнца",1
